timestamp(ms),pitch(¡Æ),roll(¡Æ),yaw(¡Æ),flex1,flex2,flex3,flex4,flex5
33721,6.10,13.12,7.57,769,916,770,817,818
33741,10.99,6.84,5.92,774,922,769,816,813
33761,7.45,-6.10,-0.73,767,919,770,811,821
33781,-0.24,-7.51,0.49,773,934,771,818,816
33801,1.71,6.96,7.26,773,935,764,816,818
33821,5.55,9.58,9.95,767,943,774,811,819
33841,5.25,7.45,8.36,770,939,768,820,822
33861,5.68,-1.77,4.58,775,939,763,818,810
33881,4.46,2.62,6.47,772,932,768,815,820
33901,7.87,10.13,11.60,774,926,772,816,812
33921,6.41,1.59,7.93,770,935,768,813,822
33941,1.53,-6.16,5.68,775,942,770,811,814
33961,0.06,-7.63,2.44,780,941,776,808,814
33981,0.67,-1.34,4.64,773,939,775,818,820
34001,2.62,3.60,7.69,771,946,772,814,815
34021,3.17,-0.31,7.02,773,953,770,817,817
34041,4.21,-1.71,5.49,773,947,769,810,813
34061,1.28,-12.02,0.12,779,947,768,814,816
34081,-5.31,-14.10,-0.73,771,948,770,814,819
34101,-2.14,-2.87,2.32,775,954,767,813,819
34121,-0.12,-1.10,3.23,772,939,772,814,816
34141,-1.46,-8.97,-0.55,774,948,781,816,814
34161,-1.22,-13.18,-0.18,769,944,774,813,810
34181,-0.85,-1.10,2.56,771,950,774,812,833
34201,-2.32,-0.73,2.26,771,945,771,812,819
34221,0.79,-2.93,0.18,775,944,769,814,817
34241,2.56,-7.45,0.73,777,947,773,816,816
34261,-1.71,-5.49,2.08,770,941,777,809,818
34281,-0.18,3.23,3.11,772,947,770,818,815
34301,0.98,-0.55,-0.24,769,944,774,815,817
34321,-4.64,-13.06,-4.94,770,958,771,816,818
34341,-1.71,-7.32,1.34,778,946,765,817,815
34361,7.08,8.73,8.00,771,949,769,819,814
34381,3.91,10.56,4.76,777,939,776,814,820
34401,-0.12,1.59,-2.14,771,950,769,818,818
34421,0.67,-4.27,-5.62,771,933,768,819,814
34441,0.43,7.81,3.60,771,945,774,816,812
34461,7.69,27.83,15.81,772,934,771,814,815
34481,16.72,31.01,11.23,770,930,772,818,818
34501,10.99,7.39,-1.77,767,928,772,815,814
34521,0.18,-17.52,-13.55,768,913,772,816,818
34541,-3.17,-19.96,-9.89,775,919,776,813,817
34561,2.14,-1.28,6.71,773,911,772,818,817
34581,4.76,13.92,14.10,776,912,773,817,819
34601,4.27,7.63,7.02,775,910,764,812,821
34621,2.75,-8.30,-2.93,776,893,773,812,813
34641,-2.62,-11.41,-6.16,778,860,775,818,810
34661,-10.19,-13.49,-6.04,778,863,767,816,816
34681,-9.34,7.20,10.93,774,849,775,817,806
34701,-1.16,6.53,5.55,775,836,771,818,815
34721,-3.85,-12.51,-6.77,777,825,777,809,822
34741,-6.71,-12.57,-5.25,777,820,770,815,818
34761,-9.46,-2.20,-1.71,772,811,772,819,811
34781,-13.37,-7.45,-3.85,774,816,773,812,815
34801,-10.93,-17.64,-7.87,774,810,772,809,825
34821,-9.03,-24.48,-9.77,779,804,770,811,818
34841,-5.19,-20.20,-7.57,775,805,778,817,812
34861,-1.65,-4.82,0.92,775,804,773,816,821
34881,-1.77,-1.83,-2.50,776,803,768,820,811
34901,-2.38,-8.48,-7.87,779,800,772,816,817
34921,-1.71,-16.17,-9.28,776,799,785,818,815
34941,-4.39,-12.21,-2.50,772,796,769,820,822
34961,0.24,-1.16,0.12,776,801,769,815,817
34981,-1.34,-0.61,-4.21,768,799,768,819,812
35001,-5.62,-11.90,-9.16,775,789,779,817,809
35021,-2.99,-9.28,-1.83,775,799,768,816,821
35041,2.32,-1.16,0.61,777,792,765,818,820
35061,-2.81,2.75,-2.99,778,798,768,820,814
35081,-6.47,-0.61,-6.84,770,788,767,816,813
35101,-6.47,-6.35,-6.16,776,797,768,807,816
35121,0.43,-1.59,-0.24,773,795,772,816,818
35141,-1.71,0.06,1.65,770,789,770,819,817
35161,0.18,4.09,0.79,775,797,773,814,813
35181,-1.65,-0.79,-2.50,774,792,768,823,812
35201,-5.13,-5.49,-2.20,775,798,761,816,819
35221,-1.53,3.66,5.25,778,796,767,817,816
35241,0.67,16.60,7.69,772,792,775,824,809
35261,4.58,1.95,-1.59,774,795,768,809,811
35281,4.82,-6.35,-3.48,774,793,782,811,814
35301,1.34,1.04,-0.67,773,791,767,818,822
35321,-4.39,7.57,2.69,778,792,768,817,822
35341,0.43,9.64,3.11,772,788,771,814,819
35361,1.10,-4.94,-4.09,776,787,769,812,816
35381,0.92,-11.17,-5.00,776,805,780,814,818
35401,1.10,-1.16,-0.06,775,790,785,816,813
35421,0.12,8.24,4.27,777,799,784,820,812
35441,-0.85,9.83,6.10,775,793,793,818,823
35461,-2.01,-5.92,-0.92,771,789,797,815,820
35481,2.08,-7.02,-1.65,777,786,799,813,814
35501,-1.04,4.03,1.04,777,786,817,817,824
35521,-7.69,8.42,0.67,776,795,825,818,818
35541,-3.97,-0.61,-0.49,776,794,843,827,814
35561,2.69,-8.18,-2.56,776,793,848,817,817
35581,7.14,-2.87,-1.53,776,790,843,822,819
35601,0.55,2.44,0.43,776,796,852,829,819
35621,-5.43,3.72,1.71,778,788,852,820,822
35641,0.49,3.42,4.46,777,791,857,822,813
35661,7.51,-11.54,1.34,776,785,852,829,808
35681,5.07,5.55,3.72,772,785,857,825,818
35701,6.04,16.17,2.93,778,789,868,833,822
35721,2.99,10.07,2.08,775,786,864,831,814
35741,10.38,-4.70,-1.34,772,799,863,837,817
35761,19.35,-14.10,3.66,777,797,867,834,821
35781,10.86,12.39,10.13,769,786,862,841,816
35801,-2.56,17.70,5.92,774,794,857,832,826
35821,-5.07,-2.38,-3.66,772,793,851,836,809
35841,0.79,-23.38,-7.26,774,786,859,839,813
35861,7.93,-1.46,0.73,775,789,854,833,816
35881,5.25,11.35,8.67,771,787,858,828,817
35901,-1.46,16.78,8.36,776,787,845,834,812
35921,0.00,2.26,0.98,772,783,858,832,815
35941,3.17,-10.07,-2.14,781,794,847,834,812
35961,-0.73,-8.91,-1.04,770,792,851,841,822
35981,-6.71,8.12,6.29,774,786,847,831,825
36001,-7.57,25.76,14.65,768,792,846,832,820
36021,3.48,7.57,2.01,773,788,848,838,815
36041,1.89,-1.77,-4.58,770,791,853,834,814
36061,-3.78,-0.24,-4.88,776,784,847,826,812
36081,-15.99,6.53,2.08,774,783,850,834,805
36101,-9.52,-5.62,0.98,771,790,849,839,812
36121,5.62,-15.44,-0.37,772,789,845,835,814
36141,7.87,-0.79,0.49,774,789,847,840,843
36161,6.23,-13.43,-4.15,772,788,851,837,814
36181,-3.60,-4.21,-1.95,769,786,856,837,814
36201,-3.42,-12.33,-1.16,773,790,850,835,815
36221,2.50,-8.97,1.46,773,783,847,838,808
36241,7.20,-9.09,2.26,772,793,848,836,817
36261,1.22,5.86,-0.18,770,805,843,832,811
36281,-5.19,-2.26,-4.82,771,784,844,833,813
36301,-0.98,-21.85,-7.39,772,789,848,826,808
36321,-2.32,4.46,5.31,775,788,844,834,811
36341,-0.12,21.73,10.80,768,791,843,830,816
36361,-3.05,-10.99,-3.48,770,794,839,834,816
36381,3.30,-29.91,-12.33,776,783,844,834,812
36401,-1.10,-3.91,-6.47,778,790,845,839,821
36421,-4.76,21.36,6.41,767,782,846,827,810
36441,0.67,23.44,7.87,771,787,840,836,811
36461,1.71,-5.55,-1.28,774,781,834,822,814
36481,3.05,-8.06,-0.49,779,791,830,832,813
36501,1.89,12.88,2.56,772,793,838,832,807
36521,-9.16,20.32,8.06,776,784,830,822,810
36541,-7.14,2.20,4.27,775,786,827,822,815
36561,2.20,-12.15,-0.98,773,786,819,822,836
36581,3.36,-4.46,-2.38,772,781,819,828,816
36601,-8.00,-1.28,-2.20,769,779,813,818,820
36621,-10.68,1.28,-0.67,767,782,813,818,811
36641,-5.37,-4.82,-0.43,788,787,806,822,807
36661,0.61,-7.51,-2.14,775,784,801,815,810
36681,0.00,-10.01,-2.81,772,784,806,818,814
36701,-1.59,4.09,1.34,776,785,794,816,814
36721,2.50,5.68,2.14,775,790,794,821,810
36741,0.49,-1.10,-0.43,769,781,799,819,806
36761,-4.39,-6.41,-2.75,770,786,782,817,804
36781,-7.87,-0.43,-1.46,770,783,790,816,809
36801,-8.73,-2.62,-1.65,768,787,781,812,813
36821,-2.20,-1.34,0.24,769,782,779,811,828
36841,-0.18,-7.57,-5.62,771,784,775,814,811
36861,-6.53,-15.20,-4.58,768,784,771,811,808
36881,-5.68,-2.69,-0.18,772,781,780,818,811
36901,-5.43,9.16,1.83,774,783,778,808,804
36921,-6.04,0.12,0.31,772,775,771,811,809
36941,-2.38,-8.24,-4.21,769,784,779,815,810
36961,2.20,-13.37,-4.46,767,783,771,813,804
36981,5.13,-5.92,-1.77,774,784,767,808,810
37001,-3.48,-0.06,0.31,776,788,770,816,815
37021,-4.94,0.24,-0.12,774,780,772,816,803
37041,-0.43,-9.03,-2.56,770,780,764,808,811
37061,6.41,-14.40,-3.97,776,786,772,820,805
37081,4.70,-13.18,-3.91,771,785,771,810,811
37101,1.16,-1.83,0.12,771,777,774,812,806
37121,-0.55,1.16,-0.24,769,791,767,815,811
37141,1.40,-10.44,-3.36,779,785,766,811,805
37161,5.43,-11.23,-3.54,772,780,763,813,813
37181,0.49,2.93,3.05,775,786,767,809,804
37201,-1.22,4.46,3.48,770,784,771,814,814
37221,0.79,-0.12,0.67,769,777,766,812,802
37241,1.77,-6.41,-3.78,774,784,773,810,804
37261,3.36,-1.40,-0.06,773,788,761,810,811
37281,3.23,4.39,4.94,771,779,766,811,807
37301,-2.14,5.80,3.42,772,787,767,811,808
37321,-6.35,3.91,1.71,770,787,768,812,815
37341,2.08,2.81,-0.18,774,791,768,818,811
37361,1.65,4.88,0.67,771,784,768,821,805
37381,-6.77,22.22,4.27,774,785,771,818,809
37401,-15.14,32.10,9.34,770,785,771,824,804
37421,-10.44,24.11,5.49,776,785,770,829,810
37441,-1.10,5.07,-1.10,766,784,775,827,824
37461,2.20,1.95,0.98,769,787,768,825,823
37481,-3.85,10.99,5.74,770,791,767,825,825
37501,-9.28,-2.08,3.66,776,781,777,827,816
37521,-8.79,31.37,8.12,772,778,769,824,827
37541,-2.69,8.00,0.24,770,777,772,831,834
37561,5.68,0.67,2.56,770,786,774,839,825
37581,2.26,7.08,5.43,774,782,769,831,831
37601,-6.35,17.33,5.86,769,784,768,834,838
37621,-3.30,11.72,9.34,769,784,777,838,836
37641,15.87,-0.31,2.56,766,795,773,839,828
37661,11.41,-13.55,0.06,771,789,774,837,827
37681,4.09,-21.42,-6.65,773,784,775,838,828
37701,-3.42,-14.77,-1.22,769,786,762,835,834
37721,7.45,-21.79,-0.67,768,777,767,832,822
37741,31.19,-38.15,-6.10,776,782,771,838,816
37761,13.18,-11.05,0.31,771,786,777,839,822
37781,-3.97,2.20,4.39,775,785,771,842,816
37801,-0.06,7.87,-0.55,766,788,771,830,821
37821,3.54,3.72,-2.14,775,783,761,831,814
37841,1.16,-1.28,-2.93,769,780,775,828,814
37861,-3.17,4.58,-1.46,772,781,770,828,823
37881,-4.52,5.13,3.66,775,777,773,838,825
37901,3.78,-1.59,6.23,773,782,776,832,823
37921,4.94,-11.66,-8.79,772,778,777,835,821
37941,-6.77,-9.03,-10.25,766,784,770,835,820
37961,-10.99,0.67,1.10,771,786,772,832,849
37981,0.06,-3.60,7.51,777,780,772,836,822
38001,9.34,-7.87,-1.95,776,788,769,825,823
38021,1.53,-11.78,-9.03,766,784,773,833,819
38041,-2.75,-15.50,-7.39,769,789,780,837,818
38061,4.46,-15.81,1.77,773,783,776,837,825
38081,6.65,-11.90,1.71,770,783,779,833,822
38101,3.42,-9.89,0.85,775,784,777,833,825
38121,0.98,-11.17,-3.54,774,784,776,829,817
38141,-3.54,2.38,1.89,775,786,777,828,824
38161,0.06,4.03,7.39,768,780,771,834,824
38181,11.29,-12.51,-0.92,765,788,780,836,826
38201,9.22,-17.15,-7.63,769,781,778,833,835
38221,2.26,-2.56,-3.05,769,781,788,822,822
38241,-10.86,14.77,10.50,774,787,777,827,831
38261,-17.94,24.54,9.34,771,783,774,827,823
38281,-3.85,1.22,-1.28,770,783,776,826,826
38301,7.87,-8.48,-3.05,773,786,777,826,828
38321,0.79,4.27,-0.67,769,787,778,821,831
38341,-22.77,30.52,8.67,770,781,774,823,828
38361,-13.24,13.18,1.65,770,781,775,818,828
38381,4.52,-8.00,-5.13,768,785,776,823,824
38401,6.04,-11.23,-5.31,771,781,776,825,823
38421,-2.99,2.32,-3.17,769,786,774,827,820
38441,-13.31,6.77,2.75,773,782,769,822,826
38461,1.65,-10.93,-2.62,771,772,765,826,815
38481,5.43,-25.57,-3.17,767,783,772,817,817
38501,1.77,-20.14,-3.60,775,787,771,814,811
38521,-9.03,6.77,3.11,772,776,773,814,813
38541,-7.51,-2.08,-0.67,768,779,770,811,812
38561,-2.26,-9.28,-4.09,773,797,768,807,818
38581,4.58,-10.68,-3.97,766,786,769,810,816
38601,-1.46,0.49,-0.73,775,786,770,812,817
38621,-16.66,10.93,3.11,769,782,767,814,815
38641,-18.62,7.14,-1.04,772,784,767,811,816
38661,-3.97,-5.37,-4.88,768,783,767,815,806
38681,8.85,-9.64,-2.93,772,783,764,815,810
38701,2.93,-3.91,0.06,771,783,774,814,808
38721,-13.12,6.29,-0.06,768,789,766,811,814
38741,-5.37,-2.38,-3.54,775,783,768,815,808
38761,2.99,-8.91,-3.48,774,787,769,809,807
38781,-2.69,0.49,0.67,768,785,770,814,809
38801,-6.71,12.15,2.99,772,778,768,813,804
38821,-4.27,13.00,-1.83,773,785,765,810,814
38841,2.50,0.67,-4.82,771,788,768,812,803
38861,5.92,-11.29,-2.26,772,782,769,804,812
38881,-0.37,-8.73,1.46,777,794,767,813,809
38901,-13.43,5.07,5.19,774,798,767,812,805
38921,-6.84,1.22,1.53,765,781,763,809,833
38941,4.15,-5.43,-2.99,776,782,763,809,810
38961,11.17,-7.63,-5.00,771,779,771,809,804
38981,2.08,0.79,4.88,766,802,767,811,806
39001,-6.41,19.35,5.80,776,788,761,809,819
39021,-7.57,14.28,1.59,767,790,768,810,825
39041,-4.70,6.96,-5.86,770,780,768,810,840
39061,-9.52,16.85,0.55,769,790,767,810,835
39081,-16.17,25.27,5.13,772,787,766,819,845
39101,-22.58,32.23,6.41,772,787,767,815,858
39121,-12.76,14.10,-0.98,773,778,775,822,858
39141,-9.22,16.05,-5.62,765,785,768,819,860
39161,-7.75,10.74,-4.03,770,785,767,833,879
39181,-9.22,20.32,6.84,767,787,767,843,876
39201,-13.61,27.34,9.77,771,778,764,851,910
39221,3.42,5.31,3.05,768,783,766,859,891
39241,3.97,-10.25,-2.99,769,782,769,868,889
39261,-12.88,9.58,-4.21,773,781,761,863,888
39281,-10.38,16.42,2.62,769,791,764,867,897
39301,0.00,11.17,2.01,773,782,768,872,892
39321,3.97,0.92,-1.53,767,779,764,870,903
39341,0.67,-0.37,-4.27,775,786,768,878,900
39361,-5.68,9.89,1.22,768,788,765,877,903
39381,-1.22,11.17,5.49,768,787,765,872,903
39401,14.28,-6.10,3.91,770,778,772,875,903
39421,24.60,-2.93,4.70,770,784,766,884,895
39441,7.57,4.58,-1.04,773,776,770,884,903
39461,-10.62,12.39,0.49,769,780,760,880,903
39481,-4.33,6.16,6.90,773,786,769,886,902
39501,11.29,-19.71,0.31,772,779,766,882,901
39521,10.93,-25.27,-6.71,770,782,770,875,900
39541,-8.54,18.80,1.71,769,781,766,884,911
39561,3.78,13.37,9.16,771,779,760,881,903
39581,20.94,-13.92,2.20,770,778,767,884,907
39601,17.70,-25.39,-5.98,763,780,761,886,905
39621,9.34,-9.64,-6.35,769,779,763,887,898
39641,1.89,10.93,-0.37,772,783,769,882,899
39661,4.94,-1.83,5.43,775,785,771,880,895
39681,13.24,-29.24,0.12,769,785,762,881,899
39701,11.17,-22.77,-2.87,771,779,759,880,896
39721,-3.85,-2.32,-3.91,766,779,767,875,907
39741,-11.17,5.00,-0.85,772,782,768,884,894
39761,3.36,-6.23,-1.71,771,783,767,882,895
39781,11.35,-16.24,-5.49,763,777,764,883,893
39801,-6.23,4.94,-1.53,771,783,784,879,899
39821,-2.08,9.89,4.33,776,778,762,879,902
39841,9.40,6.10,3.66,773,781,764,887,899
39861,5.74,0.85,4.94,773,786,768,891,896
39881,-1.28,4.52,-0.67,771,789,764,891,909
39901,-10.19,3.54,-2.99,771,785,765,890,903
39921,-8.42,-1.83,-5.00,770,782,769,893,911
39941,0.24,-2.56,-2.50,772,779,765,896,913
39961,6.65,-4.21,2.75,775,783,769,891,904
39981,4.82,2.01,4.70,771,781,765,893,908
40001,-2.08,2.81,1.28,768,800,764,891,914
40021,-4.21,-1.10,-4.46,769,784,771,895,922
40041,-2.44,-5.98,-3.42,764,781,768,898,916
40061,6.41,-7.32,-1.22,767,781,767,893,911
40081,4.09,-10.25,-4.09,768,787,764,899,913
40101,-4.33,-9.70,-3.42,770,790,769,895,917
40121,-2.14,-9.34,0.61,769,771,767,897,917
40141,8.36,-13.00,-0.18,765,787,769,910,913
40161,5.74,-12.70,-10.19,769,782,770,902,918
40181,-2.14,-11.11,-9.77,770,781,771,900,927
40201,-3.30,-3.54,6.84,773,785,767,897,914
40221,11.23,3.66,16.48,775,779,767,902,918
40241,8.48,16.78,14.59,766,785,765,905,918
40261,7.87,1.95,4.33,769,784,764,904,918
40281,9.22,-16.60,-5.25,769,785,788,908,919
40301,-4.39,-5.00,-1.46,765,788,770,904,914
40321,-12.39,22.34,14.95,772,776,772,903,919
40341,8.18,7.87,7.51,767,785,768,902,915
40361,9.40,-12.45,1.34,770,779,771,903,919
40381,0.24,-5.98,-5.55,766,779,772,899,924
40401,-13.06,14.77,2.87,768,794,765,888,922
40421,-7.20,16.60,10.93,770,782,769,895,911
40441,6.65,-0.43,3.60,780,776,769,904,919
40461,3.85,0.55,2.26,773,781,773,888,921
40481,0.00,7.93,0.12,769,784,773,890,927
40501,-7.39,20.75,3.97,771,783,766,895,919
40521,-12.33,18.74,5.13,769,791,773,899,916
40541,-3.05,2.62,0.92,773,782,771,891,919
40561,7.14,0.85,2.14,771,795,771,889,922
40581,1.53,9.58,1.89,766,787,777,884,918
40601,1.65,9.34,8.97,764,779,779,879,920
40621,7.75,-6.29,0.67,772,774,772,888,916
40641,-1.04,-1.46,-2.75,769,784,779,888,925
40661,-6.23,2.69,-3.11,768,781,778,886,918
40681,-6.53,0.00,-1.46,767,789,774,890,921
40701,1.22,-1.53,0.85,771,785,778,887,915
40721,4.46,-0.61,4.21,769,777,781,895,920
40741,6.90,3.23,2.01,770,783,781,889,925
40761,0.85,-1.59,-0.31,773,786,780,882,917
40781,2.14,-20.69,-4.33,767,787,777,892,910
40801,8.97,-17.09,-3.11,773,778,781,882,919
40821,-1.28,7.26,2.32,770,783,774,875,912
40841,-12.94,24.29,4.64,769,775,773,875,896
40861,-12.57,12.39,-2.44,776,786,775,865,893
40881,-9.77,-3.05,-8.61,768,781,770,864,892
40901,-10.01,-10.44,-8.67,764,790,769,849,879
40921,-15.63,-1.28,-2.38,770,789,773,846,870
40941,-10.86,3.72,2.93,774,784,773,829,868
40961,-2.26,-5.74,-2.50,772,786,772,831,841
40981,3.54,-19.23,-6.71,770,784,763,822,840
41001,-0.67,-17.21,-7.02,772,784,768,821,830
41021,-9.40,-9.03,-5.62,772,778,768,828,831
41041,-10.01,-6.71,-3.54,766,783,762,818,826
41061,-3.23,-11.05,-7.14,767,772,761,816,826
41081,0.55,-16.91,-8.54,770,776,767,815,814
41101,-1.22,-8.36,-7.32,774,777,763,826,830
41121,-4.76,-4.58,0.79,766,773,774,818,829
41141,-4.15,2.14,0.00,771,782,767,819,829
41161,-2.01,-1.46,-1.65,770,785,763,818,828
41181,-0.43,-2.44,-3.78,768,779,764,813,827
41201,1.77,-8.79,-6.35,769,781,757,814,822
41221,-0.98,-8.06,-5.86,769,787,764,819,824
41241,-5.68,-4.33,-3.60,767,779,767,820,818
41261,-3.91,3.91,-3.36,769,786,760,815,814
41281,-5.19,-5.25,-7.20,767,784,762,817,814
41301,-0.37,-10.50,-8.79,772,779,769,812,849
41321,-0.79,-2.81,-2.87,767,777,768,814,817
41341,-3.97,1.34,0.24,765,783,764,821,826
41361,-7.20,8.85,0.43,766,778,765,816,825
41381,-5.68,4.88,-1.71,768,782,764,815,829
41401,0.24,-9.03,-8.00,763,786,768,817,832
41421,3.97,-9.64,-5.13,761,779,762,816,823
41441,5.80,-17.94,-2.08,761,778,764,815,824
41461,16.30,-21.48,-3.05,768,789,763,817,816
41481,22.95,-18.74,-2.50,770,781,769,817,818
41501,25.88,-15.99,2.08,767,784,766,824,824
41521,27.65,-14.71,-3.91,763,779,768,813,821
41541,40.16,-12.27,-3.05,771,784,770,816,822
41561,55.79,13.49,3.78,767,782,762,814,819
41581,64.64,3.23,1.83,771,783,770,815,821
41601,63.60,18.31,5.19,764,780,763,822,824
41621,72.14,19.59,7.57,768,782,776,811,818
41641,103.64,12.82,7.51,769,783,764,819,823
41661,140.99,19.47,5.74,770,785,767,814,815
41681,122.50,29.54,12.63,769,778,769,818,820
41701,122.07,42.05,11.60,769,777,763,815,823
41721,139.22,49.07,6.29,767,781,762,816,812
41741,146.48,40.16,4.52,765,779,769,811,812
41761,136.72,30.33,4.64,765,782,767,808,822
41781,138.00,33.63,3.42,766,775,768,812,816
41801,161.44,38.33,4.94,769,786,765,812,818
41821,187.44,41.50,6.90,772,785,760,820,823
41841,178.04,32.71,3.48,771,780,763,813,823
41861,162.96,17.46,-3.30,768,783,770,806,824
41881,137.82,16.66,2.26,766,783,764,809,817
41901,119.45,28.44,11.47,769,785,765,814,812
41921,110.41,49.62,15.75,768,782,764,806,814
41941,123.23,36.32,9.58,773,782,762,816,806
41961,116.09,26.67,11.17,775,785,767,818,823
41981,112.43,37.66,18.68,773,783,775,816,807
42001,121.03,47.49,16.48,770,780,765,815,818
42021,125.49,51.45,11.35,772,788,765,812,823
42041,126.83,40.89,7.20,771,782,765,815,821
42061,113.04,38.82,7.87,771,782,761,809,820
42081,102.72,36.56,6.10,772,776,772,809,815
42101,109.62,42.18,2.44,772,777,763,813,813
42121,121.09,55.24,0.12,768,782,761,818,820
42141,108.09,31.62,-4.33,772,782,765,810,813
42161,75.32,16.97,-6.71,768,781,765,817,819
42181,77.64,14.95,-9.22,768,787,769,823,811
42201,78.80,18.98,-10.25,767,783,768,819,819
42221,48.46,15.99,-8.06,770,784,770,813,820
42241,28.08,10.50,-8.00,773,779,764,811,816
42261,22.09,10.31,-6.53,768,783,766,817,821
42281,14.59,16.36,-2.38,768,787,768,816,821
42301,11.11,18.19,-1.95,770,781,767,818,821
42321,13.79,13.12,-3.17,768,776,771,814,812
42341,1.10,5.55,-0.98,772,780,769,810,816
42361,-7.57,9.40,-0.49,770,789,770,816,817
42381,-11.54,14.53,0.55,767,785,766,817,822
42401,-12.33,14.53,-1.22,764,780,772,814,814
42421,-13.06,8.91,-0.92,771,784,765,817,822
42441,-18.62,-0.79,1.89,768,785,770,819,816
42461,-18.49,-1.89,2.50,772,784,766,811,819
42481,-21.00,5.31,3.23,768,787,768,813,818
42501,-25.27,3.91,1.53,767,777,758,813,819
42521,-20.20,-3.30,-0.43,770,786,764,819,824
42541,-22.52,-11.90,-0.92,768,782,769,810,817
42561,-28.14,-16.24,-0.85,770,784,761,819,812
42581,-46.08,-17.46,2.50,772,783,766,815,831
42601,-65.98,-6.53,5.74,765,782,765,814,818
42621,-49.26,-17.82,0.55,765,772,769,815,819
42641,-45.23,-26.43,-4.27,771,785,765,820,812
42661,-62.93,-21.67,-1.71,771,776,767,819,810
42681,-109.25,-9.28,13.49,772,783,763,818,815
42701,-130.49,-11.29,26.18,770,784,762,817,822
42721,-104.68,-17.94,7.81,765,780,761,815,810
42741,-80.32,-22.77,-10.31,766,782,768,808,826
42761,-109.56,-25.70,1.53,768,778,771,818,816
42781,-146.79,-8.24,23.86,769,777,766,814,814
42801,-144.29,-19.35,18.74,767,780,768,811,816
42821,-113.28,-34.42,-4.03,767,785,768,817,818
42841,-121.70,-27.95,-15.50,763,783,770,815,822
42861,-177.98,-10.74,-8.54,766,784,768,809,814
42881,-199.28,-10.80,16.17,771,783,762,817,818
42901,-173.89,-37.60,9.46,767,781,771,814,817
42921,-154.05,-42.85,-9.77,770,781,761,809,815
42941,-161.13,-38.57,-17.52,760,772,767,816,822
42961,-184.69,-21.55,-6.65,769,785,767,812,818
42981,-172.97,-18.62,5.92,766,781,771,813,823
43001,-74.10,-52.43,-19.41,766,781,770,819,815
43021,-38.45,-59.75,-32.71,771,782,767,810,815
43041,-76.48,-47.30,-27.77,767,779,763,811,813
43061,-138.06,-29.66,-13.55,770,782,769,808,819
43081,-172.12,-21.79,-4.94,772,783,766,814,815
43101,-165.59,-33.39,-15.32,761,778,771,812,814
43121,-169.74,-51.76,-27.65,768,778,769,816,819
43141,-183.96,-37.48,-23.44,768,784,771,816,805
43161,-162.66,-34.12,-15.56,767,783,775,812,814
43181,-78.98,-29.11,-14.89,765,778,765,817,810
43201,8.48,-23.01,-14.22,765,788,757,812,814
43221,35.22,-24.41,-16.60,765,777,772,817,819
43241,25.63,-15.08,-12.51,767,781,763,809,816
43261,1.77,-2.81,-7.51,784,783,765,814,820
43281,-19.78,5.86,-2.26,768,779,767,815,815
43301,-15.75,5.49,-4.70,764,783,768,815,814
43321,-7.93,-2.87,-2.99,773,784,765,815,817
43341,1.95,-0.31,0.55,766,782,770,818,843
43361,1.59,7.39,3.11,765,785,769,815,819
43381,-5.00,11.11,4.39,766,784,762,810,821
43401,-3.97,1.65,2.26,765,777,766,820,826
43421,-4.03,-4.33,0.67,769,780,768,816,813
43441,1.89,-5.55,0.18,764,775,764,815,821
43461,1.46,-3.30,0.24,770,780,766,816,816
43481,-3.97,0.37,0.49,768,783,769,816,814
43501,-7.51,1.22,0.73,765,778,761,816,820
43521,-5.80,-2.93,-0.85,765,781,761,816,812
43541,-8.12,-5.68,-2.08,769,777,766,816,818
43561,-8.97,-3.48,-1.65,771,785,765,819,816
43581,-10.31,-2.69,-2.01,771,779,767,819,811
43601,-17.03,-2.81,-2.93,770,775,768,821,817
