timestamp(ms),pitch(¡Æ),roll(¡Æ),yaw(¡Æ),flex1,flex2,flex3,flex4,flex5
43621,-29.42,-8.67,-5.25,770,780,763,811,814
43641,-46.45,-2.75,-6.35,769,779,765,820,808
43661,-50.35,-1.28,-7.20,767,791,763,813,819
43681,-49.50,1.22,-10.25,768,779,765,814,820
43701,-50.23,2.87,-12.76,768,778,769,815,822
43721,-56.88,5.86,-12.82,767,784,775,815,837
43741,-73.73,5.62,-13.43,768,785,767,810,817
43761,-92.10,-0.85,-12.88,770,779,764,823,816
43781,-89.23,-13.92,-12.21,771,777,762,808,815
43801,-72.81,-16.17,-16.91,764,770,762,814,821
43821,-70.31,-2.44,-13.18,770,779,764,812,816
43841,-90.76,-2.26,-8.91,765,778,767,817,811
43861,-115.72,-3.05,-8.48,770,778,760,813,816
43881,-119.75,0.85,-12.63,768,784,761,812,814
43901,-120.42,-0.37,-18.74,769,784,767,815,811
43921,-126.77,-8.54,-14.16,769,778,787,810,821
43941,-130.13,-11.47,-11.60,762,782,756,812,819
43961,-133.67,-15.38,-9.58,767,786,766,813,819
43981,-130.37,-15.08,-1.46,768,781,762,812,819
44001,-124.57,-8.30,5.13,774,785,767,817,816
44021,-111.15,-5.86,4.70,765,784,771,816,821
44041,-102.72,-1.65,3.91,771,784,765,813,816
44061,-93.75,12.51,5.19,767,782,765,812,811
44081,-83.25,33.51,1.22,772,777,763,817,814
44101,-92.90,35.64,3.54,770,784,768,822,820
44121,-90.88,31.07,6.77,774,784,767,814,815
44141,-76.78,21.61,6.77,773,779,761,814,820
44161,-63.72,17.76,2.20,770,784,765,818,820
44181,-67.57,12.51,3.11,770,780,762,817,810
44201,-86.30,1.34,12.21,768,775,767,816,816
44221,-91.74,-8.00,18.37,769,775,762,810,814
44241,-84.23,2.20,1.95,770,782,764,818,810
44261,-70.07,-3.17,-16.30,768,781,761,819,817
44281,-74.40,-14.47,-7.45,768,787,767,816,821
44301,-69.09,-9.52,7.75,766,788,768,810,818
44321,-50.54,-23.44,15.14,766,787,771,812,815
44341,-11.29,-34.18,14.53,764,783,764,812,817
44361,-1.71,-28.02,12.57,767,782,770,817,822
44381,-7.02,-14.47,15.08,769,785,767,812,814
44401,-24.05,-6.96,18.01,762,782,768,816,820
44421,-22.40,-11.23,19.53,763,776,770,818,816
44441,-10.07,-10.86,11.23,767,779,766,810,818
44461,-6.23,-9.77,2.08,760,775,768,811,814
44481,-5.80,-5.62,0.24,766,778,758,811,809
44501,-8.12,-6.77,8.61,769,779,764,811,817
44521,-0.61,-10.25,12.57,768,782,761,812,818
44541,5.37,-11.47,5.92,768,796,768,817,818
44561,6.96,-4.33,-2.44,768,786,764,813,815
44581,13.85,2.87,-3.42,766,797,759,819,813
44601,20.69,15.01,0.31,766,783,774,820,812
44621,32.29,30.03,10.25,765,782,762,811,817
44641,46.45,29.30,5.62,765,782,765,808,823
44661,69.52,22.52,-1.04,764,788,770,817,813
44681,96.01,13.24,-0.43,764,775,768,815,816
44701,119.69,5.00,7.69,771,787,764,815,818
44721,144.29,2.44,8.42,764,779,770,816,818
44741,147.64,11.41,1.16,765,780,767,815,817
44761,110.11,30.27,-7.69,769,782,767,806,816
44781,75.32,41.63,-8.18,764,783,766,809,824
44801,74.10,40.77,-5.13,778,784,768,813,810
44821,122.68,20.75,-11.41,779,778,769,808,815
44841,174.07,0.61,-35.71,766,777,766,813,821
44861,167.60,-4.09,-38.88,768,780,765,806,810
44881,144.78,8.18,-10.68,766,776,768,815,817
44901,184.14,8.54,-9.89,763,780,766,814,821
44921,205.38,11.17,-36.99,769,781,769,813,810
44941,180.79,6.41,-52.31,770,786,759,810,811
44961,112.24,-0.85,-47.12,770,782,770,816,809
44981,59.27,-7.26,-34.79,770,777,766,814,809
45001,57.50,-18.31,-23.93,768,778,767,812,806
45021,104.98,-34.06,-19.65,765,785,763,813,815
45041,147.16,-23.68,-20.63,765,784,765,815,818
45061,113.22,4.64,-15.50,766,776,771,818,813
45081,49.93,14.16,-3.11,768,781,765,810,816
45101,-1.83,5.98,10.07,762,784,766,814,816
45121,-17.46,-1.22,4.33,764,777,772,813,823
45141,-31.13,-13.67,-2.62,764,774,763,813,819
45161,-14.10,-13.24,0.61,771,780,768,811,809
45181,6.23,-12.33,2.01,761,778,769,811,820
45201,24.11,-11.29,1.95,769,789,765,809,814
45221,21.97,-12.15,-0.18,766,788,783,810,813
45241,3.17,-5.86,1.83,770,780,765,813,818
45261,-2.62,1.10,3.66,767,776,768,811,816
45281,-1.10,-3.17,11.23,763,785,776,816,805
45301,7.69,-8.54,13.85,765,777,765,811,814
45321,14.89,-12.57,17.21,766,775,765,806,811
45341,20.32,-10.80,21.97,762,781,761,808,809
45361,15.44,-10.31,25.76,769,781,780,818,811
45381,8.42,-12.33,31.74,766,784,767,810,814
45401,6.23,-14.71,39.18,770,782,764,809,813
45421,20.32,-15.20,52.19,765,782,773,810,814
45441,22.40,-16.48,52.61,766,781,768,813,815
45461,18.55,-13.98,51.45,765,786,768,814,815
45481,14.59,-15.38,56.34,764,780,772,815,810
45501,16.11,-16.72,68.30,772,775,762,812,810
45521,22.34,-16.11,79.47,765,778,768,814,815
45541,17.82,-11.35,77.09,769,782,767,812,817
45561,10.99,-13.61,75.74,765,788,764,810,816
45581,16.11,-17.64,78.61,769,787,767,815,815
45601,21.24,-24.96,77.88,765,785,760,813,808
45621,20.45,-26.25,75.01,770,783,764,818,817
45641,21.67,-20.87,72.88,767,780,766,811,837
45661,18.31,-19.04,70.92,767,775,770,811,815
45681,11.84,-22.28,66.10,767,786,760,816,822
45701,13.12,-21.42,62.87,767,777,763,815,809
45721,9.34,-22.28,55.05,766,777,769,819,811
45741,1.71,-22.58,51.64,766,775,765,811,809
45761,-3.85,-19.04,51.27,762,781,761,812,824
45781,0.43,-19.41,54.50,767,783,761,815,814
45801,5.07,-15.38,63.17,764,786,768,809,811
45821,6.59,-19.84,61.10,767,782,766,814,809
45841,8.12,-28.08,53.47,766,796,767,804,809
45861,11.35,-30.70,49.44,763,783,767,810,806
45881,14.83,-24.35,50.78,766,779,763,815,815
45901,18.07,-13.12,54.20,767,780,762,823,809
45921,18.55,-11.47,52.67,764,779,767,813,815
45941,11.41,-16.72,41.50,768,777,767,811,809
45961,-0.55,-31.19,33.57,769,778,768,811,812
45981,-5.31,-27.40,32.96,765,782,769,814,811
46001,-4.33,-13.98,38.39,768,778,764,809,810
46021,2.81,-14.34,35.10,765,783,767,811,816
46041,13.67,-20.94,25.33,764,785,766,812,807
46061,8.54,-27.95,21.42,768,781,765,808,803
46081,-3.85,-28.02,24.05,764,780,762,813,806
46101,-10.80,-22.46,31.19,765,786,765,812,813
46121,-11.54,-17.15,30.70,766,794,760,813,816
46141,-4.64,-25.82,23.44,759,782,773,815,815
46161,10.80,-29.91,18.55,767,787,769,816,810
46181,11.35,-25.15,21.00,764,784,768,812,811
46201,12.88,-19.96,18.13,763,780,763,811,815
46221,14.89,-17.82,8.42,767,783,762,814,814
46241,18.25,-13.12,2.62,767,780,763,817,810
46261,6.96,-6.10,0.18,763,786,763,819,812
46281,-7.39,0.12,-10.01,767,782,763,819,811
46301,-14.59,-5.00,-11.84,768,782,770,816,812
46321,-5.13,-4.58,-15.81,775,779,765,818,813
46341,-3.48,1.83,-17.76,765,779,765,810,813
46361,-0.49,8.42,-10.93,767,779,768,809,809
46381,-5.49,11.17,-10.50,766,781,766,814,810
46401,-11.41,7.20,-12.76,764,784,770,815,808
46421,-10.68,3.54,-14.65,764,785,765,814,813
46441,-4.03,10.74,-16.42,769,781,767,808,819
46461,-1.95,21.30,-13.49,762,781,761,810,822
46481,-8.73,23.93,-19.23,766,777,765,814,812
46501,-11.11,16.72,-31.43,763,773,762,816,807
46521,-8.61,15.44,-41.81,766,785,763,816,817
46541,-5.31,27.59,-45.65,763,780,768,816,811
46561,-14.40,38.82,-49.26,769,784,769,814,816
46581,-23.62,38.09,-55.85,764,781,761,814,815
46601,-16.54,35.34,-69.82,765,789,768,815,805
46621,-2.69,32.96,-83.74,761,787,766,812,814
46641,4.76,35.52,-90.64,766,785,755,810,811
46661,-1.53,47.49,-86.30,762,782,773,809,815
46681,-13.12,58.11,-86.55,765,780,761,809,804
46701,-17.76,51.51,-89.97,763,781,762,808,813
46721,-1.95,38.21,-98.14,762,790,765,813,813
46741,18.62,32.29,-103.52,764,780,770,810,809
46761,-2.56,52.12,-106.45,766,773,768,814,813
46781,-4.58,65.98,-118.77,764,788,764,816,812
46801,-0.18,56.95,-121.46,761,786,758,810,813
46821,2.32,36.62,-113.77,767,776,760,807,809
46841,22.28,45.17,-110.47,766,780,767,816,808
46861,26.61,66.53,-105.47,766,773,770,809,810
46881,20.75,88.13,-110.17,768,775,765,815,815
46901,7.69,84.53,-118.65,764,781,768,812,811
46921,12.33,59.33,-121.03,770,787,762,817,815
46941,19.71,40.65,-110.11,769,780,767,812,816
46961,19.47,49.87,-125.00,766,781,761,818,809
46981,-3.11,55.18,-114.99,764,788,781,812,838
47001,7.75,61.16,-106.20,766,779,762,806,815
47021,15.87,34.67,-79.47,759,782,765,816,810
47041,-0.79,22.16,-77.51,771,778,761,818,809
47061,3.30,15.01,-75.13,771,786,769,812,805
47081,-0.37,13.37,-65.25,764,781,765,812,812
47101,3.72,11.84,-57.50,766,787,769,814,818
47121,0.92,10.38,-67.50,767,772,763,811,814
47141,8.36,8.61,-73.91,762,782,762,809,808
47161,4.33,-0.12,-73.79,767,786,770,812,815
47181,1.40,9.95,-71.78,768,782,765,806,806
47201,-11.72,12.27,-67.50,768,785,762,809,813
47221,-13.67,9.64,-62.50,761,780,767,814,814
47241,-34.85,4.76,-59.75,767,771,767,806,813
47261,-53.28,4.09,-58.35,761,782,762,815,817
47281,-55.85,0.49,-51.21,765,786,766,815,812
47301,-21.24,-4.58,-44.07,761,789,767,809,818
47321,14.59,2.44,-37.78,769,783,765,811,810
47341,39.25,15.56,-34.42,763,781,765,811,819
47361,41.38,17.21,-34.24,766,785,761,815,819
47381,31.68,4.64,-24.96,765,787,761,809,815
47401,32.41,-5.00,-17.27,766,784,767,812,817
47421,24.29,-6.77,-13.24,771,786,768,815,807
47441,14.77,1.22,-10.62,766,780,767,813,807
47461,-3.17,6.35,-4.94,766,786,766,814,814
47481,-10.07,4.39,4.27,763,779,783,819,815
47501,-8.24,-5.07,8.79,767,781,758,814,808
47521,-6.29,-10.31,8.36,766,777,766,816,806
47541,-8.97,-8.36,8.67,763,780,759,816,809
47561,-5.49,-0.92,18.37,769,777,770,827,811
47581,-5.07,-5.31,23.38,764,787,768,809,818
47601,-2.69,-12.33,25.45,768,789,767,807,814
47621,-1.65,-10.80,28.02,765,781,759,812,806
47641,-1.40,-7.57,30.70,766,783,764,811,819
47661,-5.92,-7.87,38.09,767,782,755,814,808
47681,-13.85,-5.62,50.96,768,775,764,813,813
47701,-12.82,-1.83,63.05,765,784,762,812,813
47721,-17.21,-2.32,74.16,771,785,756,808,813
47741,-20.87,-5.55,85.27,763,785,761,808,810
47761,-20.32,-12.27,92.90,764,786,764,817,816
47781,-15.01,-29.36,104.92,764,776,766,813,813
47801,-26.43,-50.96,110.60,762,793,762,816,815
47821,-34.18,-55.48,106.87,762,782,768,816,816
47841,-11.60,-26.00,116.82,764,773,765,814,814
47861,-46.39,-37.11,113.59,766,785,766,816,822
47881,-29.36,-37.05,121.70,766,787,763,814,812
47901,-63.11,-40.83,122.50,764,784,762,812,811
47921,-38.51,-14.95,102.29,765,776,772,815,810
47941,-54.69,-16.85,89.11,762,783,767,806,807
47961,-50.90,-22.83,98.08,763,782,757,813,835
47981,-16.60,-25.70,98.08,765,781,767,811,816
48001,-14.77,-35.46,104.74,766,774,770,812,803
48021,-5.62,-30.70,97.05,765,785,769,814,812
48041,-8.42,-33.33,99.43,761,785,767,810,809
48061,-28.81,-41.26,90.09,767,779,766,815,812
48081,-0.79,-37.29,93.44,767,779,768,811,808
48101,6.04,-43.09,88.81,767,786,763,812,811
48121,25.70,-32.71,86.30,763,786,763,805,821
48141,42.91,-16.66,98.39,771,774,767,815,813
48161,39.25,-14.40,99.91,767,786,765,806,810
48181,20.51,-19.35,85.63,768,775,772,813,818
48201,-0.55,-24.84,69.34,767,782,766,813,809
48221,-13.31,-15.99,61.83,764,780,767,815,809
48241,-26.67,-5.74,65.80,769,780,768,809,818
48261,-33.69,-2.75,63.84,762,780,766,812,811
48281,-35.03,0.73,51.70,769,782,762,812,810
48301,-15.81,3.17,43.52,766,790,772,809,811
48321,-2.38,5.25,41.26,762,789,766,811,817
48341,-21.12,9.58,36.99,761,776,769,814,805
48361,-21.61,4.70,20.02,767,781,772,812,810
48381,-1.77,1.10,11.47,759,772,766,816,810
48401,13.06,3.48,4.70,770,783,764,814,807
48421,21.85,4.58,-1.59,767,786,773,808,808
48441,19.29,7.20,-1.34,770,777,767,808,818
48461,13.55,7.87,-2.38,759,782,766,812,815
48481,23.74,6.35,-4.33,765,781,768,814,811
48501,42.42,10.99,-3.36,764,787,767,807,811
48521,63.90,15.14,-3.85,764,776,764,811,813
48541,77.88,16.36,-5.00,764,777,764,811,820
48561,80.75,18.74,-3.85,769,780,768,821,809
48581,86.00,21.30,-1.95,765,781,763,807,808
48601,106.08,28.99,0.00,768,781,766,816,811
48621,123.96,35.10,2.08,762,777,768,817,816
48641,116.27,45.10,5.80,765,783,770,812,815
48661,103.52,50.11,9.64,764,779,769,819,813
48681,101.81,50.84,13.85,767,779,769,815,812
48701,110.78,55.11,20.69,768,777,765,816,810
48721,117.80,63.72,31.19,765,783,764,812,808
48741,119.93,70.62,38.45,764,785,771,810,807
48761,122.92,72.45,45.04,766,782,765,815,815
48781,140.26,73.43,48.46,765,785,765,819,806
48801,176.15,80.08,55.11,762,776,770,809,808
48821,205.63,86.06,65.55,764,775,767,818,803
48841,195.98,105.96,74.34,763,776,766,808,811
48861,183.78,75.62,72.33,771,784,759,810,808
48881,158.57,69.34,74.28,761,777,772,811,810
48901,134.58,75.50,86.79,763,781,769,814,807
48921,120.54,90.94,91.25,761,782,766,808,814
48941,122.68,98.21,91.55,766,781,759,806,813
48961,130.00,63.17,91.98,767,779,762,817,806
48981,137.02,44.43,90.33,763,776,768,805,816
49001,138.06,38.76,93.20,762,780,768,813,814
49021,132.87,39.00,98.69,768,779,769,811,809
49041,149.35,37.35,98.33,770,780,763,809,811
49061,157.78,7.63,93.69,763,782,763,813,812
49081,142.52,7.02,94.18,759,785,761,803,818
49101,137.02,-20.02,98.45,761,778,763,812,808
49121,124.02,8.00,103.33,763,776,756,812,815
49141,122.13,1.71,96.92,764,789,761,810,810
49161,116.33,-8.30,80.81,768,785,769,817,805
49181,103.76,-32.78,74.04,764,782,764,815,810
49201,105.29,-35.58,74.77,765,774,762,813,806
49221,91.86,-12.57,78.25,767,783,763,814,818
49241,76.05,-32.23,76.54,762,783,773,814,805
49261,70.98,-30.76,70.25,761,778,770,814,805
49281,82.76,-41.93,62.32,765,783,771,816,811
49301,87.89,-14.10,63.90,765,778,765,814,808
49321,82.95,-17.33,54.99,770,782,766,825,813
49341,70.98,-30.88,45.72,765,780,765,814,815
49361,60.91,-37.35,31.43,765,785,757,806,808
49381,45.53,-24.35,21.85,765,783,767,815,813
49401,16.36,-9.03,13.43,763,781,765,821,819
49421,-11.47,-6.65,0.98,763,784,763,810,829
49441,-5.00,-3.85,-10.50,769,780,762,810,815
49461,7.81,1.59,-14.16,767,784,773,812,812
49481,13.61,-0.43,-15.08,760,783,768,818,811
49501,1.95,6.23,-13.98,773,783,762,813,812
49521,-13.92,11.60,-9.95,765,774,767,815,813
49541,-21.67,6.16,-9.09,767,780,764,812,806
49561,-12.08,7.81,-4.76,768,779,768,816,817
49581,-4.03,9.83,-1.28,762,781,762,813,807
49601,-8.91,10.68,-0.31,760,784,771,807,811
49621,-24.41,4.21,-0.85,761,782,772,810,812
49641,-27.53,3.17,-0.92,765,781,758,812,840
49661,-13.31,1.10,-2.81,765,781,763,811,812
49681,0.00,3.17,-5.49,763,773,765,814,809
49701,-6.29,-14.04,-2.93,763,777,767,812,814
49721,-14.47,0.79,1.77,764,772,768,815,813
49741,-8.12,4.03,2.56,760,780,764,811,838
49761,0.49,13.49,1.22,765,787,766,810,810
49781,2.50,14.95,0.61,767,789,767,812,811
49801,-1.83,13.31,2.99,762,788,769,813,815
49821,-8.54,22.46,6.16,765,786,759,820,813
49841,-6.10,21.61,3.91,766,798,765,818,816
49861,-0.85,26.18,1.89,760,788,773,815,821
49881,1.16,19.78,1.34,762,800,760,821,826
49901,-6.29,19.90,-0.37,765,808,764,824,831
49921,-9.16,12.33,1.53,759,802,767,828,830
49941,-2.99,6.59,1.59,764,812,762,830,830
49961,-2.20,16.97,23.86,770,812,767,819,838
49981,-11.78,-0.49,1.65,761,820,761,827,838
50001,-21.36,-9.70,2.50,763,823,764,836,828
50021,-6.16,-15.38,3.91,771,839,769,822,837
50041,-17.88,-15.87,9.64,769,837,766,830,834
50061,-17.58,1.16,6.65,770,844,765,817,839
50081,-21.00,1.34,1.22,762,864,764,827,839
50101,-22.03,6.16,3.05,765,861,783,825,842
50121,-28.08,2.69,4.82,769,867,769,828,841
50141,-26.49,-0.18,5.92,770,883,768,830,858
50161,-21.79,-8.73,5.80,768,891,772,835,858
50181,-21.36,-2.44,6.77,771,892,780,842,867
50201,-34.42,6.65,9.58,768,899,779,841,869
50221,-37.23,4.15,9.52,766,913,780,844,879
50241,-23.62,-6.84,3.17,765,906,783,853,890
50261,-15.32,-5.25,2.20,764,915,777,871,894
50281,-22.40,-6.77,2.81,771,903,785,870,899
50301,-18.68,-11.05,2.50,779,911,790,878,901
50321,-10.62,-6.77,4.15,785,915,792,880,897
50341,-5.49,-1.77,1.46,794,912,795,881,911
50361,-5.92,-5.31,0.37,804,910,796,880,915
50381,-9.70,-3.54,1.22,805,917,802,880,909
50401,-8.48,-7.57,3.97,815,917,797,882,906
50421,-2.93,-4.76,-3.30,817,925,812,878,910
50441,2.14,-11.29,-3.91,819,922,796,877,907
50461,5.25,-9.46,-2.01,825,938,782,875,911
50481,-2.87,-6.59,-0.67,825,914,790,886,903
50501,-15.44,-2.75,0.49,829,911,793,882,903
50521,-7.93,-5.00,0.61,833,919,792,884,902
50541,4.76,-6.53,-0.49,833,919,790,879,903
50561,7.20,-7.63,-3.85,838,919,787,887,906
50581,-6.59,2.32,-4.64,829,919,791,879,898
50601,-16.97,-1.10,3.78,831,911,782,883,899
50621,-6.90,-6.47,-1.77,833,921,787,877,895
50641,-0.43,-13.24,-7.02,840,920,786,877,912
50661,0.24,-5.07,-7.63,832,918,779,875,906
50681,-7.81,5.62,-0.18,828,914,778,880,896
50701,-4.52,-0.67,2.08,834,918,783,875,900
50721,-2.75,-9.22,-3.91,831,912,779,876,887
50741,-3.36,-12.21,-8.42,832,914,780,875,899
50761,-7.20,4.27,-2.38,833,923,783,878,895
50781,-3.05,-0.18,-3.78,831,910,782,872,902
50801,0.55,-8.73,-9.89,831,918,791,884,898
50821,-2.56,-8.73,-12.08,827,913,781,878,897
50841,-11.78,6.23,-4.27,830,910,786,873,901
50861,-14.04,6.90,-1.65,831,911,778,882,898
50881,-6.59,5.25,-4.21,820,910,786,871,900
50901,-3.91,-4.52,-7.45,825,923,783,873,902
50921,-6.84,-6.65,-8.36,831,910,782,878,897
50941,-13.79,17.94,0.92,823,911,781,871,901
50961,-16.05,21.48,7.75,822,921,779,873,924
50981,-4.58,17.76,2.93,823,915,783,880,896
51001,0.73,1.77,-1.83,812,905,777,871,893
51021,-1.22,4.46,-1.53,808,880,777,863,882
51041,-14.04,21.97,2.38,808,890,772,862,878
51061,-13.92,19.23,4.94,796,886,772,856,878
51081,-13.37,15.20,1.95,803,884,778,857,869
51101,-11.72,7.32,-1.16,794,870,775,855,871
51121,-13.31,12.88,-3.17,793,854,772,848,861
51141,-17.88,12.15,-1.83,792,856,775,843,856
51161,-26.18,10.86,9.09,789,842,769,836,852
51181,-24.66,4.70,6.41,784,840,766,825,843
51201,-15.93,-6.53,-1.28,791,814,768,830,843
51221,-13.79,-12.33,-8.79,785,807,776,825,838
51241,-20.45,-9.22,-3.91,783,792,770,819,835
51261,-35.40,10.01,8.48,785,797,769,822,835
51281,-26.43,6.23,3.54,784,800,771,815,826
51301,-17.33,-12.82,-8.12,783,799,768,816,831
51321,-18.98,-25.70,-12.02,782,791,770,820,831
51341,-36.68,-2.75,0.37,784,787,774,816,824
51361,-36.07,6.96,2.75,776,793,769,813,823
51381,-19.17,-7.02,-7.08,783,792,768,813,822
51401,-7.39,-16.54,-13.67,780,787,767,817,824
51421,-11.17,-8.24,-9.03,781,782,769,812,818
51441,-29.17,5.13,-0.98,777,785,765,817,820
51461,-36.25,3.05,1.28,776,792,774,818,819
51481,-21.48,-8.00,-5.68,777,790,769,824,827
51501,-13.00,-14.16,-8.73,774,790,771,819,821
51521,-10.07,-4.70,-2.08,781,790,766,836,825
51541,-12.70,2.08,2.99,778,788,765,830,823
51561,-16.91,-0.55,4.03,778,796,767,820,824
51581,-5.98,-3.48,-3.97,777,795,767,824,817
51601,-8.24,-0.79,-3.54,769,785,773,815,819
51621,-15.63,8.73,1.71,777,783,764,822,821
51641,-19.65,8.91,1.46,776,785,768,817,821
51661,-15.01,7.63,0.79,777,780,769,815,815
51681,-14.53,5.68,-3.60,778,785,762,819,818
51701,-16.36,5.00,-5.68,778,789,768,822,819
51721,-21.24,1.46,-8.06,775,786,761,818,824
51741,-18.98,0.67,-11.84,775,784,770,817,848
51761,-18.19,4.33,-12.94,774,781,767,821,822
51781,-26.25,0.73,-13.61,776,787,773,814,842
51801,-38.02,1.53,-12.94,774,781,762,819,818
51821,-40.77,-1.59,-14.77,772,789,769,815,823
51841,-40.83,-1.34,-19.29,773,778,763,819,811
51861,-50.96,-12.45,-18.25,779,783,766,818,823
51881,-73.73,-4.70,-11.66,778,790,768,810,822
51901,-97.96,-1.71,-6.84,777,784,767,823,822
51921,-96.56,-2.38,-12.45,775,786,767,817,820
51941,-75.68,-4.94,-25.39,777,781,766,813,819
51961,-67.69,-0.12,-29.85,774,780,766,820,820
51981,-87.83,-19.84,-24.54,773,775,767,816,817
52001,-128.17,-25.94,-11.11,777,790,765,816,819
52021,-170.04,-25.39,-3.66,774,782,768,816,824
52041,-195.80,-27.22,-9.03,773,780,769,816,825
52061,-184.63,-37.90,-22.46,770,788,766,812,824
52081,-159.61,-54.50,-34.48,771,783,760,818,819
52101,-149.11,-64.33,-35.58,778,789,769,815,823
52121,-168.27,-76.90,-27.28,774,783,766,815,820
52141,-175.90,-76.84,-28.08,780,792,766,813,824
52161,-155.09,-92.59,-34.97,775,787,763,814,819
52181,-123.90,-107.06,-39.73,773,784,766,815,839
52201,-120.79,-116.82,-44.43,775,785,761,818,823
52221,-146.67,-121.83,-39.49,773,786,765,814,817
52241,-195.86,-115.42,-27.89,776,785,764,823,821
52261,-214.54,-106.20,-21.18,775,782,769,814,821
52281,-212.95,-107.48,-22.22,773,783,767,813,817
52301,-197.94,-118.29,-23.56,779,782,766,821,822
52321,-171.08,-118.65,-24.23,776,780,761,816,821
52341,-144.59,-112.79,-25.15,778,788,781,818,821
52361,-126.34,-105.77,-25.82,779,777,762,821,812
52381,-96.01,-105.90,-26.06,773,783,764,813,817
52401,-72.27,-101.26,-20.81,776,789,765,819,822
52421,-64.51,-85.63,-20.39,777,787,770,815,822
52441,-63.42,-83.50,-20.14,775,786,764,813,823
52461,-58.04,-81.05,-26.31,775,784,762,817,828
52481,-50.35,-78.12,-27.28,775,789,767,815,823
52501,-44.31,-72.88,-22.46,771,786,761,816,818
52521,-40.04,-55.18,-16.54,774,783,763,817,815
52541,-27.89,-41.69,-11.05,773,786,764,822,820
52561,-0.92,-36.44,-15.93,779,779,764,817,814
52581,20.75,-28.14,-21.55,779,777,768,817,822
52601,37.90,-22.58,-20.20,777,787,766,819,814
52621,46.57,-13.92,-17.21,777,785,766,822,815
52641,40.53,-8.06,-9.40,777,779,764,822,814
52661,18.68,-2.87,-6.10,784,778,763,822,812
52681,9.40,0.79,-2.01,778,786,764,815,821
52701,11.23,5.43,0.24,774,780,772,821,824
52721,14.47,3.72,0.12,779,789,765,814,823
52741,13.37,1.83,-0.92,776,790,768,823,821
52761,13.79,1.71,1.89,777,785,766,816,823
52781,5.25,2.69,4.52,774,785,770,816,819
52801,0.00,1.22,4.76,779,780,767,812,817
52821,-0.31,1.16,3.36,773,783,767,813,816
52841,2.69,2.01,2.69,783,780,778,821,819
52861,6.23,3.11,2.26,777,785,772,814,816
52881,5.68,1.71,1.28,774,784,774,817,818
52901,3.72,1.04,1.40,774,785,768,814,820
52921,2.99,1.71,1.95,780,778,766,816,813
52941,5.62,0.24,0.67,772,787,766,820,819
52961,4.58,-0.12,0.55,777,782,764,812,818
52981,3.54,-0.55,0.12,776,790,765,818,816
53001,3.85,-1.04,-0.37,779,796,765,810,818
53021,4.03,-2.26,-1.22,773,780,765,813,815
53041,4.15,-2.87,-2.01,779,783,760,819,817
53061,3.72,-3.11,-1.34,776,784,763,821,819
53081,2.44,-2.81,-0.85,777,782,764,819,821
53101,2.08,-1.16,0.12,778,788,769,817,814
53121,2.81,-0.61,0.67,772,785,758,815,818
53141,3.78,-0.79,0.00,779,786,770,818,820
53161,3.97,-0.73,-0.79,779,788,770,816,817
53181,3.30,-0.37,-0.24,777,791,765,835,821
53201,3.42,0.43,-0.18,777,786,766,816,820
53221,3.05,-0.61,-0.98,779,778,761,816,818
53241,1.53,-1.83,-1.46,773,788,763,818,818
53261,0.06,-1.77,-0.73,777,785,768,819,814
