timestamp(ms),ax(g),ay(g),az(g),pitch(¡Æ),roll(¡Æ),yaw(¡Æ)
35669,-0.898,-0.092,0.393,20.81,-8.41,177.12
35695,-0.910,-0.092,0.379,20.92,-8.42,177.12
35740,-0.894,-0.077,0.375,21.02,-8.42,177.11
35979,-0.770,-0.161,0.634,21.12,-8.44,177.11
36186,-0.633,-0.197,0.741,21.22,-8.47,177.10
36210,-0.589,-0.185,0.741,21.32,-8.50,177.09
36236,-0.601,-0.198,0.733,21.41,-8.54,177.07
36261,-0.589,-0.231,0.781,21.50,-8.58,177.06
36286,-0.562,-0.211,0.798,21.59,-8.63,177.04
36326,-0.564,-0.209,0.775,21.69,-8.67,177.02
36351,-0.551,-0.222,0.802,21.78,-8.72,177.01
36396,-0.502,-0.207,0.823,21.86,-8.77,176.99
36420,-0.485,-0.203,0.828,21.95,-8.83,176.97
36446,-0.474,-0.214,0.858,22.03,-8.90,176.94
36472,-0.452,-0.214,0.857,22.10,-8.98,176.91
36515,-0.417,-0.233,0.897,22.14,-9.09,176.87
36540,-0.371,-0.225,0.915,22.12,-9.21,176.83
36571,-0.359,-0.239,0.932,22.07,-9.32,176.78
36612,-0.367,-0.254,0.998,22.01,-9.43,176.74
36701,-0.320,-0.223,0.984,21.92,-9.50,176.71
36734,-0.320,-0.195,0.948,21.82,-9.56,176.69
36760,-0.327,-0.207,0.946,21.73,-9.64,176.66
36797,-0.307,-0.194,0.934,21.63,-9.69,176.64
36823,-0.295,-0.196,0.941,21.53,-9.74,176.63
36848,-0.295,-0.186,0.948,21.42,-9.77,176.61
36872,-0.286,-0.193,0.956,21.31,-9.80,176.60
36897,-0.280,-0.190,0.954,21.21,-9.83,176.59
36936,-0.255,-0.184,0.955,21.10,-9.85,176.58
36961,-0.248,-0.174,0.961,20.99,-9.85,176.58
36999,-0.256,-0.177,0.954,20.87,-9.87,176.58
37026,-0.260,-0.181,0.961,20.76,-9.88,176.57
37058,-0.236,-0.169,0.956,20.65,-9.88,176.57
37084,-0.235,-0.167,0.951,20.54,-9.88,176.57
37129,-0.221,-0.175,0.974,20.43,-9.88,176.57
37155,-0.194,-0.163,0.975,20.32,-9.88,176.57
37187,-0.189,-0.157,0.984,20.21,-9.87,176.58
37238,-0.187,-0.156,0.986,20.10,-9.86,176.58
37263,-0.184,-0.148,0.990,19.99,-9.84,176.59
37302,-0.153,-0.136,0.994,19.89,-9.82,176.60
37327,-0.157,-0.135,0.990,19.78,-9.80,176.60
37425,-0.160,-0.132,0.984,19.67,-9.77,176.61
37452,-0.129,-0.110,0.988,19.57,-9.74,176.62
37480,-0.132,-0.089,0.995,19.47,-9.69,176.64
37515,-0.145,-0.097,0.998,19.36,-9.65,176.65
37554,-0.139,-0.101,0.999,19.26,-9.62,176.66
37582,-0.120,-0.100,1.000,19.16,-9.58,176.67
37611,-0.123,-0.101,0.997,19.05,-9.55,176.69
37638,-0.124,-0.097,0.999,18.95,-9.51,176.70
37685,-0.127,-0.092,1.001,18.85,-9.47,176.71
37710,-0.134,-0.092,0.999,18.75,-9.43,176.72
37742,-0.138,-0.096,0.991,18.65,-9.39,176.74
37770,-0.136,-0.100,1.003,18.54,-9.36,176.75
37796,-0.122,-0.102,1.002,18.44,-9.33,176.76
37839,-0.124,-0.109,0.997,18.34,-9.30,176.77
37874,-0.114,-0.111,0.998,18.23,-9.27,176.78
37900,-0.123,-0.120,0.998,18.13,-9.25,176.78
37947,-0.126,-0.137,0.985,18.02,-9.24,176.79
37982,-0.143,-0.161,0.977,17.91,-9.25,176.78
38006,-0.117,-0.168,0.979,17.80,-9.26,176.78
38053,-0.130,-0.234,0.981,17.70,-9.32,176.77
38078,-0.135,-0.263,0.968,17.60,-9.39,176.75
38148,-0.111,-0.353,0.949,17.52,-9.49,176.72
38193,-0.098,-0.453,0.906,17.45,-9.61,176.69
38217,-0.122,-0.487,0.829,17.40,-9.74,176.65
38252,-0.118,-0.541,0.838,17.36,-9.86,176.62
38302,-0.110,-0.651,0.758,17.32,-10.00,176.58
38326,-0.054,-0.651,0.728,17.28,-10.13,176.55
38362,-0.103,-0.759,0.689,17.25,-10.26,176.52
38388,-0.066,-0.738,0.654,17.22,-10.40,176.48
38426,-0.077,-0.805,0.588,17.19,-10.53,176.45
38452,-0.035,-0.779,0.560,17.16,-10.66,176.42
38497,-0.025,-0.870,0.488,17.13,-10.79,176.38
38521,-0.017,-0.856,0.460,17.10,-10.92,176.34
38562,-0.025,-0.893,0.383,17.08,-11.06,176.31
38586,-0.025,-0.934,0.369,17.06,-11.19,176.27
38612,0.010,-0.956,0.317,17.04,-11.32,176.24
38637,0.002,-0.960,0.298,17.01,-11.45,176.20
38673,-0.006,-0.960,0.236,17.00,-11.58,176.17
38772,0.024,-0.977,0.127,16.98,-11.71,176.13
38811,0.038,-0.977,0.054,16.96,-11.84,176.09
38836,0.058,-0.993,-0.004,16.95,-11.97,176.06
38876,0.077,-1.008,0.021,16.93,-12.09,176.02
38901,0.098,-0.995,-0.022,16.91,-12.22,175.99
38945,0.090,-0.979,-0.073,16.89,-12.35,175.95
38971,0.082,-0.965,-0.131,16.88,-12.48,175.91
39003,0.135,-0.952,-0.146,16.86,-12.61,175.88
39033,0.127,-0.934,-0.186,16.84,-12.74,175.84
39059,0.088,-0.968,-0.219,16.83,-12.86,175.81
39099,0.123,-0.908,-0.255,16.81,-12.99,175.77
39145,0.073,-0.971,-0.326,16.81,-13.12,175.73
39182,0.116,-0.927,-0.371,16.80,-13.25,175.70
39215,0.141,-0.902,-0.388,16.79,-13.38,175.66
39252,0.129,-0.875,-0.420,16.78,-13.51,175.63
39281,0.123,-0.869,-0.468,16.77,-13.64,175.59
39316,0.157,-0.855,-0.519,16.76,-13.77,175.56
39498,0.126,-0.756,-0.643,16.76,-13.89,175.52
39533,0.119,-0.758,-0.639,16.76,-14.02,175.49
39705,0.083,-0.599,-0.749,16.77,-14.15,175.46
39733,0.083,-0.584,-0.760,16.78,-14.27,175.43
42907,-0.195,-0.166,0.962,16.70,-14.20,175.45
42931,-0.193,-0.170,0.965,16.62,-14.13,175.47
42958,-0.205,-0.169,0.964,16.53,-14.06,175.49
42991,-0.204,-0.168,0.964,16.45,-13.99,175.51
43020,-0.203,-0.166,0.968,16.37,-13.91,175.53
43069,-0.209,-0.171,0.972,16.29,-13.84,175.55
43094,-0.203,-0.170,0.981,16.21,-13.77,175.57
43119,-0.208,-0.165,0.974,16.13,-13.69,175.59
43144,-0.210,-0.159,0.964,16.06,-13.61,175.61
43179,-0.211,-0.177,0.970,15.97,-13.54,175.63
43216,-0.206,-0.175,0.958,15.89,-13.47,175.65
43272,-0.209,-0.170,0.965,15.81,-13.40,175.67
43297,-0.211,-0.177,0.978,15.72,-13.33,175.69
43328,-0.212,-0.173,0.969,15.64,-13.25,175.71
43353,-0.208,-0.176,0.969,15.56,-13.18,175.73
43391,-0.201,-0.177,0.968,15.47,-13.12,175.75
43426,-0.217,-0.183,0.953,15.38,-13.05,175.76
43453,-0.204,-0.177,0.957,15.29,-12.99,175.78
43485,-0.205,-0.187,0.976,15.20,-12.93,175.80
43512,-0.213,-0.194,0.978,15.10,-12.88,175.81
43538,-0.200,-0.188,0.980,15.01,-12.83,175.82
43565,-0.209,-0.174,0.963,14.92,-12.75,175.84
43591,-0.216,-0.183,0.966,14.84,-12.69,175.86
43640,-0.221,-0.174,0.954,14.77,-12.60,175.88
43667,-0.224,-0.176,0.960,14.70,-12.52,175.90
43703,-0.223,-0.198,0.975,14.60,-12.47,175.92
43749,-0.218,-0.204,0.932,14.49,-12.47,175.92
43773,-0.222,-0.235,0.958,14.39,-12.54,175.90
43805,-0.215,-0.259,0.952,14.32,-12.64,175.88
43848,-0.209,-0.298,0.954,14.27,-12.75,175.85
43873,-0.194,-0.308,0.960,14.21,-12.85,175.83
43911,-0.202,-0.310,0.921,14.16,-12.96,175.80
43940,-0.199,-0.299,0.944,14.10,-13.06,175.77
44149,-0.217,-0.289,0.945,14.06,-13.17,175.75
44175,-0.212,-0.281,0.941,14.00,-13.27,175.72
44200,-0.214,-0.279,0.909,13.96,-13.38,175.70
44226,-0.216,-0.275,0.935,13.91,-13.48,175.67
44269,-0.212,-0.276,0.955,13.85,-13.58,175.65
44294,-0.219,-0.260,0.956,13.77,-13.67,175.63
44326,-0.211,-0.272,0.949,13.70,-13.76,175.61
44375,-0.251,-0.270,0.953,13.73,-13.86,175.58
44401,-0.213,-0.270,1.016,13.62,-13.91,175.57
44428,-0.221,-0.135,0.980,13.61,-13.78,175.60
44457,-0.189,-0.174,0.984,13.54,-13.69,175.62
44482,-0.186,-0.115,0.963,13.50,-13.57,175.64
44507,-0.191,-0.094,0.958,13.46,-13.45,175.67
44545,-0.195,-0.073,0.991,13.43,-13.33,175.69
44583,-0.160,-0.012,1.024,13.40,-13.21,175.72
44627,-0.148,0.029,1.056,13.36,-13.09,175.75
44674,-0.101,0.141,1.064,13.32,-12.97,175.78
44700,-0.113,0.147,1.024,13.28,-12.85,175.80
44734,-0.108,0.229,1.005,13.26,-12.72,175.83
44759,-0.088,0.272,0.947,13.23,-12.59,175.86
44799,-0.079,0.359,0.983,13.20,-12.46,175.89
44826,-0.070,0.384,0.956,13.18,-12.33,175.91
44863,-0.055,0.438,0.943,13.15,-12.21,175.94
44890,-0.038,0.506,0.881,13.13,-12.08,175.97
44915,-0.046,0.533,0.838,13.11,-11.95,176.00
44942,-0.061,0.551,0.760,13.10,-11.82,176.03
44967,-0.046,0.624,0.764,13.09,-11.68,176.06
45006,-0.023,0.660,0.712,13.07,-11.56,176.09
45033,0.031,0.678,0.684,13.05,-11.43,176.12
45069,-0.025,0.731,0.653,13.04,-11.30,176.15
45104,0.062,0.752,0.629,13.02,-11.18,176.19
45131,0.137,0.741,0.597,12.99,-11.06,176.22
45157,0.141,0.782,0.555,12.96,-10.93,176.25
45184,0.008,0.802,0.495,12.95,-10.80,176.28
45211,0.206,0.870,0.470,12.92,-10.68,176.31
45250,0.144,0.866,0.433,12.90,-10.56,176.34
45275,0.061,0.860,0.396,12.88,-10.44,176.36
45393,0.169,0.939,0.341,12.86,-10.32,176.39
45420,0.190,0.964,0.327,12.84,-10.20,176.42
45460,0.185,0.932,0.294,12.81,-10.08,176.45
45486,0.289,0.960,0.288,12.78,-9.96,176.47
45517,0.208,0.950,0.264,12.76,-9.84,176.50
45543,0.250,0.971,0.212,12.73,-9.73,176.52
45582,0.193,0.936,0.180,12.71,-9.61,176.55
45615,0.225,0.943,0.174,12.68,-9.50,176.58
45640,0.222,0.939,0.165,12.66,-9.39,176.60
45803,0.311,0.981,0.192,12.62,-9.28,176.63
45830,0.318,0.969,0.218,12.59,-9.17,176.65
45855,0.286,0.952,0.187,12.56,-9.06,176.68
45883,0.340,0.942,0.168,12.52,-8.96,176.70
45916,0.302,0.927,0.177,12.49,-8.85,176.72
46115,0.251,0.935,0.225,12.46,-8.74,176.75
46139,0.195,0.923,0.232,12.43,-8.63,176.77
46164,0.218,0.938,0.235,12.41,-8.52,176.79
46193,0.245,0.919,0.227,12.38,-8.41,176.81
46219,0.314,0.946,0.241,12.34,-8.31,176.84
46244,0.230,0.914,0.238,12.32,-8.20,176.86
46269,0.255,0.936,0.249,12.29,-8.10,176.89
46301,0.169,0.886,0.271,12.26,-7.98,176.91
46329,0.240,0.927,0.284,12.23,-7.88,176.94
46528,0.238,0.937,0.308,12.20,-7.77,176.96
46554,0.156,0.850,0.333,12.18,-7.66,176.98
46581,0.190,0.888,0.333,12.15,-7.55,177.00
46617,0.210,0.908,0.342,12.12,-7.44,177.03
46737,0.263,0.918,0.361,12.09,-7.33,177.05
46766,0.207,0.894,0.371,12.06,-7.23,177.08
46794,0.250,0.898,0.387,12.03,-7.12,177.10
46837,0.279,0.884,0.403,11.99,-7.01,177.12
46877,0.314,0.888,0.415,11.95,-6.91,177.15
46907,0.251,0.878,0.416,11.91,-6.80,177.17
46949,0.243,0.900,0.443,11.88,-6.69,177.19
46993,0.187,0.861,0.415,11.85,-6.58,177.21
47018,0.222,0.861,0.442,11.82,-6.48,177.24
47054,0.191,0.818,0.422,11.79,-6.37,177.26
47081,0.217,0.830,0.445,11.76,-6.27,177.28
47115,0.214,0.856,0.488,11.72,-6.16,177.31
47141,0.221,0.812,0.479,11.69,-6.06,177.33
47192,0.239,0.849,0.547,11.65,-5.96,177.36
47222,0.275,0.823,0.549,11.61,-5.85,177.38
47256,0.231,0.789,0.578,11.57,-5.75,177.40
47282,0.250,0.793,0.607,11.53,-5.65,177.43
47314,0.265,0.809,0.610,11.49,-5.55,177.45
47341,0.335,0.761,0.631,11.44,-5.45,177.47
47395,0.225,0.719,0.647,11.40,-5.35,177.50
47421,0.271,0.709,0.674,11.35,-5.25,177.52
47473,0.288,0.692,0.695,11.30,-5.16,177.54
47522,0.287,0.625,0.712,11.25,-5.07,177.56
47569,0.205,0.626,0.757,11.20,-4.97,177.58
47612,0.197,0.634,0.796,11.16,-4.88,177.60
47641,0.169,0.707,0.817,11.12,-4.78,177.61
47683,0.104,0.545,0.831,11.08,-4.68,177.63
47721,0.077,0.520,0.869,11.04,-4.59,177.64
47751,0.116,0.483,0.917,11.00,-4.50,177.66
47794,0.132,0.387,0.933,10.94,-4.41,177.68
47831,0.035,0.316,0.897,10.89,-4.32,177.70
47861,0.046,0.310,0.927,10.84,-4.24,177.72
47894,-0.027,0.236,0.947,10.80,-4.15,177.75
47945,-0.013,0.228,0.968,10.74,-4.06,177.78
47974,-0.014,0.108,0.986,10.66,-4.00,177.80
48003,0.018,0.092,1.000,10.58,-3.94,177.82
48182,0.128,-0.361,0.860,10.49,-4.05,177.82
48222,0.161,-0.489,0.820,10.41,-4.16,177.80
48252,0.176,-0.640,0.776,10.35,-4.29,177.79
48285,0.180,-0.630,0.755,10.28,-4.41,177.78
48324,0.205,-0.703,0.676,10.22,-4.53,177.77
48356,0.301,-0.761,0.637,10.16,-4.65,177.76
48393,0.170,-0.777,0.566,10.10,-4.77,177.75
48438,0.270,-0.846,0.514,10.05,-4.89,177.74
48484,0.231,-0.876,0.479,9.99,-5.01,177.72
48532,0.258,-0.889,0.380,9.94,-5.13,177.71
48575,0.293,-0.917,0.289,9.89,-5.26,177.69
48615,0.289,-0.913,0.207,9.84,-5.38,177.67
48653,0.297,-0.979,0.138,9.79,-5.50,177.66
48697,0.312,-0.965,0.050,9.74,-5.62,177.64
48746,0.296,-0.999,0.081,9.70,-5.74,177.62
48912,0.274,-0.884,0.059,9.67,-5.85,177.60
48952,0.254,-0.987,-0.001,9.64,-5.96,177.58
48994,0.215,-0.905,0.013,9.61,-6.07,177.57
49040,0.200,-0.956,-0.034,9.59,-6.18,177.55
49072,0.207,-0.989,0.002,9.56,-6.30,177.54
49103,0.261,-1.014,0.036,9.53,-6.41,177.52
49154,0.227,-1.011,0.003,9.51,-6.52,177.50
49179,0.251,-0.975,0.030,9.48,-6.63,177.48
49222,0.185,-0.957,0.055,9.45,-6.75,177.46
49251,0.241,-0.998,0.048,9.42,-6.86,177.44
49292,0.228,-0.979,0.040,9.40,-6.97,177.42
49318,0.241,-0.966,0.025,9.37,-7.08,177.40
49358,0.246,-0.990,0.036,9.34,-7.19,177.38
49421,0.215,-0.942,0.050,9.31,-7.30,177.37
49448,0.215,-0.972,0.055,9.28,-7.42,177.35
49475,0.218,-0.961,0.054,9.25,-7.53,177.33
49508,0.230,-0.955,0.060,9.22,-7.64,177.31
49534,0.215,-0.960,0.057,9.19,-7.75,177.29
49564,0.222,-0.963,0.063,9.17,-7.86,177.28
49589,0.225,-0.974,0.058,9.14,-7.97,177.26
49735,0.205,-0.958,0.081,9.11,-8.08,177.24
49785,0.210,-0.955,0.085,9.08,-8.19,177.23
49810,0.198,-0.947,0.084,9.05,-8.31,177.21
49842,0.202,-0.963,0.096,9.02,-8.42,177.19
49872,0.212,-0.968,0.100,9.00,-8.53,177.17
49897,0.210,-0.963,0.088,8.97,-8.64,177.16
49938,0.208,-0.967,0.086,8.94,-8.76,177.14
49991,0.212,-0.971,0.096,8.91,-8.87,177.12
50015,0.215,-0.964,0.091,8.88,-8.98,177.10
50051,0.201,-0.983,0.087,8.85,-9.09,177.09
50076,0.200,-0.969,0.084,8.82,-9.20,177.07
50769,0.211,-0.972,0.122,8.80,-9.32,177.05
50797,0.193,-0.970,0.128,8.77,-9.43,177.04
50823,0.197,-0.966,0.134,8.74,-9.54,177.02
50849,0.191,-0.961,0.139,8.71,-9.65,177.00
50879,0.191,-0.967,0.150,8.69,-9.76,176.99
50906,0.185,-0.967,0.154,8.66,-9.87,176.97
50932,0.189,-0.952,0.164,8.63,-9.97,176.95
50960,0.190,-0.976,0.168,8.61,-10.08,176.94
50989,0.183,-0.960,0.186,8.58,-10.19,176.92
51017,0.175,-0.945,0.213,8.56,-10.29,176.91
51087,0.178,-0.933,0.273,8.53,-10.39,176.89
51111,0.147,-0.930,0.292,8.51,-10.50,176.87
51137,0.157,-0.941,0.319,8.48,-10.60,176.86
51184,0.136,-0.917,0.367,8.46,-10.70,176.84
51407,0.036,-0.673,0.620,8.43,-10.79,176.83
51442,-0.007,-0.677,0.702,8.41,-10.89,176.81
51472,0.041,-0.729,0.718,8.38,-10.98,176.80
51511,0.003,-0.544,0.790,8.35,-11.08,176.78
51541,-0.028,-0.579,0.828,8.33,-11.17,176.76
51572,-0.019,-0.626,0.830,8.30,-11.26,176.75
51810,-0.044,-0.235,0.987,8.19,-11.30,176.74
51842,-0.094,-0.224,0.970,8.10,-11.35,176.74
51884,-0.076,-0.252,1.033,8.00,-11.39,176.73
51925,-0.068,0.020,0.984,7.97,-11.27,176.75
51952,-0.156,0.021,1.002,7.98,-11.15,176.76
51994,-0.169,0.078,0.984,7.99,-11.04,176.78
52023,-0.110,0.017,1.033,7.98,-10.93,176.80
52053,-0.096,-0.092,1.034,7.93,-10.82,176.81
52081,-0.089,-0.066,0.999,7.89,-10.72,176.82
52118,-0.090,-0.022,1.005,7.86,-10.61,176.84
52153,-0.134,-0.031,1.002,7.86,-10.49,176.85
52189,-0.090,-0.041,0.996,7.82,-10.39,176.87
52233,-0.093,-0.055,1.020,7.78,-10.28,176.88
52261,-0.079,-0.028,1.004,7.74,-10.17,176.90
52531,-0.102,-0.029,1.004,7.72,-10.06,176.91
52564,-0.074,-0.011,1.020,7.68,-9.95,176.93
52615,-0.107,-0.033,1.006,7.66,-9.83,176.94
52653,-0.082,0.038,0.997,7.64,-9.71,176.96
52683,-0.100,0.068,0.986,7.63,-9.59,176.97
52714,-0.096,0.134,0.977,7.61,-9.47,176.99
52762,-0.106,0.195,0.994,7.61,-9.34,177.01
52811,-0.094,0.298,0.969,7.60,-9.21,177.02
52942,-0.078,0.505,0.903,7.59,-9.09,177.04
52973,-0.014,0.489,0.908,7.57,-8.97,177.06
53012,-0.057,0.512,0.898,7.56,-8.85,177.07
53068,-0.038,0.538,0.844,7.54,-8.72,177.09
53103,0.004,0.603,0.838,7.52,-8.60,177.10
53149,0.030,0.619,0.812,7.50,-8.48,177.12
53175,0.039,0.626,0.782,7.48,-8.35,177.14
53208,0.094,0.678,0.756,7.45,-8.23,177.16
53237,0.064,0.689,0.779,7.43,-8.11,177.17
53273,0.078,0.681,0.769,7.40,-8.00,177.19
53300,0.089,0.680,0.740,7.38,-7.88,177.21
53326,0.097,0.700,0.719,7.35,-7.77,177.22
53355,0.098,0.718,0.666,7.33,-7.65,177.24
53386,0.101,0.718,0.638,7.31,-7.54,177.25
53418,0.091,0.723,0.579,7.28,-7.42,177.27
53447,0.090,0.722,0.594,7.26,-7.31,177.28
53565,0.112,0.763,0.651,7.24,-7.20,177.29
53594,0.102,0.774,0.649,7.22,-7.09,177.31
53620,0.102,0.776,0.646,7.19,-6.98,177.32
53647,0.111,0.773,0.649,7.17,-6.86,177.34
53674,0.117,0.783,0.674,7.14,-6.75,177.35
53715,0.090,0.758,0.628,7.12,-6.64,177.36
53741,0.117,0.755,0.610,7.10,-6.53,177.38
53771,0.094,0.772,0.646,7.08,-6.42,177.39
53804,0.092,0.747,0.646,7.05,-6.30,177.40
53831,0.108,0.743,0.634,7.03,-6.19,177.42
53869,0.104,0.754,0.666,7.01,-6.08,177.43
53894,0.103,0.749,0.659,6.98,-5.97,177.44
53922,0.113,0.744,0.662,6.96,-5.86,177.46
53947,0.113,0.755,0.667,6.93,-5.75,177.47
53982,0.102,0.753,0.656,6.91,-5.64,177.48
54014,0.100,0.760,0.661,6.89,-5.53,177.50
54040,0.118,0.764,0.659,6.86,-5.42,177.51
54115,0.096,0.760,0.679,6.84,-5.31,177.52
54162,0.089,0.755,0.664,6.82,-5.19,177.53
54189,0.079,0.741,0.689,6.80,-5.08,177.55
54235,0.087,0.753,0.683,6.78,-4.97,177.56
54260,0.067,0.770,0.684,6.76,-4.86,177.57
54292,0.059,0.768,0.693,6.74,-4.75,177.58
54331,0.038,0.740,0.693,6.73,-4.65,177.58
54355,0.016,0.735,0.697,6.72,-4.54,177.59
54393,0.033,0.669,0.689,6.70,-4.44,177.60
54430,0.006,0.660,0.778,6.68,-4.34,177.61
54455,0.046,0.679,0.823,6.66,-4.24,177.61
54497,-0.069,0.594,0.842,6.66,-4.14,177.62
54541,-0.029,0.571,0.946,6.65,-4.05,177.62
54565,-0.099,0.479,0.905,6.65,-3.95,177.62
54603,-0.167,0.412,0.904,6.67,-3.85,177.61
54646,-0.182,0.361,0.993,6.69,-3.76,177.61
54676,-0.171,0.304,0.989,6.71,-3.66,177.61
54711,-0.227,0.220,0.953,6.76,-3.56,177.61
54753,-0.149,0.226,0.917,6.78,-3.46,177.61
54780,-0.274,0.025,0.954,6.89,-3.42,177.59
54839,-0.309,-0.024,0.841,7.01,-3.40,177.58
54864,-0.319,-0.054,0.795,7.12,-3.41,177.56
54909,-0.451,-0.152,0.872,7.23,-3.45,177.53
54935,-0.358,-0.103,0.883,7.34,-3.47,177.51
54974,-0.240,-0.169,0.814,7.42,-3.55,177.49
54998,-0.250,-0.274,0.795,7.47,-3.65,177.46
55033,-0.238,-0.333,0.904,7.51,-3.77,177.44
55067,-0.175,-0.356,0.936,7.53,-3.90,177.41
55093,-0.180,-0.355,0.870,7.54,-4.01,177.39
55127,-0.194,-0.349,0.920,7.57,-4.13,177.37
55177,-0.195,-0.368,0.885,7.59,-4.24,177.35
55205,-0.141,-0.381,0.936,7.59,-4.36,177.33
55249,-0.187,-0.340,0.916,7.61,-4.47,177.31
55276,-0.209,-0.335,0.980,7.64,-4.58,177.29
55304,-0.198,-0.332,1.044,7.66,-4.69,177.28
55334,-0.142,-0.323,1.027,7.66,-4.81,177.26
55375,-0.197,-0.226,0.998,7.71,-4.92,177.24
55403,-0.091,-0.356,0.979,7.69,-5.03,177.23
55449,-0.084,-0.306,0.878,7.67,-5.14,177.21
55492,-0.066,-0.335,0.906,7.64,-5.26,177.19
55535,-0.051,-0.419,1.033,7.61,-5.37,177.17
55630,-0.058,-0.371,0.916,7.58,-5.48,177.16
55669,-0.041,-0.325,0.957,7.54,-5.59,177.15
55695,-0.059,-0.298,0.989,7.50,-5.70,177.13
55740,-0.087,-0.272,0.951,7.47,-5.81,177.12
55767,-0.090,-0.306,0.974,7.45,-5.92,177.11
55805,-0.138,-0.277,0.952,7.46,-6.03,177.09
55834,-0.149,-0.277,0.959,7.47,-6.15,177.08
55867,-0.099,-0.257,0.968,7.45,-6.26,177.06
55894,-0.050,-0.309,0.948,7.41,-6.37,177.05
55922,-0.068,-0.323,0.945,7.38,-6.48,177.03
55949,-0.085,-0.348,0.953,7.36,-6.59,177.02
55984,-0.135,-0.245,0.956,7.36,-6.71,177.00
56014,-0.084,-0.378,0.952,7.35,-6.82,176.99
56093,-0.091,-0.293,0.957,7.32,-6.94,176.97
56122,-0.116,-0.316,0.948,7.32,-7.05,176.96
56148,-0.118,-0.355,0.950,7.31,-7.17,176.94
56179,-0.096,-0.330,0.937,7.30,-7.28,176.93
56222,-0.075,-0.307,0.941,7.27,-7.39,176.91
56251,-0.088,-0.316,0.944,7.25,-7.51,176.90
56297,-0.104,-0.311,0.949,7.23,-7.62,176.88
56321,-0.107,-0.332,0.944,7.22,-7.74,176.87
